Persona:int,ComunaOrigen:int,ComunaDestino:int
10457102,333,82
10457102,82,333
10457103,333,328
10457103,328,333
10457104,333,328
10457104,328,333
10457105,333,328
10457105,328,333
10458301,333,333
10458301,333,333
10458301,333,333
10458301,333,333
10458302,333,333
10458302,333,333
10458303,333,94
10458303,94,333
10458304,333,333
10458304,333,333
10459101,333,72
10459101,72,333
10459101,333,329
10459101,329,333
10459102,333,333
10459102,333,333
10459102,333,333
10459102,333,333
10459103,333,72
10459103,72,333
10459104,333,333
10459104,333,333
10460101,333,71
10460101,71,94
10460102,333,75
10460102,75,94
10460103,333,75
10460103,75,94
10460104,333,75
10460104,75,94
10460105,333,331
10460105,331,94
10461101,333,82
10461101,82,333
10462001,333,328
10462001,328,333
10462003,333,333
10462003,333,333
10462004,333,335
10462004,335,333
10462005,333,94
10462005,94,333
10463101,333,70
10463101,70,333
10463102,333,336
10463102,336,333
10463102,333,336
10463102,336,333
10463103,333,70
10463103,70,333
10463104,333,336
10463104,336,333
10464102,333,333
10464102,333,333
10464103,333,333
10464103,333,333
10465101,333,93
10465101,93,333
10465102,333,70
10465102,70,333
10465103,333,333
10465103,333,333
10466101,333,333
10466101,333,333
10467101,333,333
10467101,333,333
10467102,333,333
10467102,333,333
10468101,333,72
10468101,72,94
10468101,94,333
10468102,333,328
10468102,328,333
10468103,333,70
10468103,70,333
10469301,333,70
10469301,70,333
10469301,333,333
10469301,333,333
10469302,333,70
10469302,70,333
10470101,333,70
10470101,70,333
10470102,328,333
10470102,333,70
10470103,333,328
10470103,328,333
10471101,333,71
10471101,71,333
10471102,333,94
10471102,94,333
10471103,333,70
10471103,70,333
10471104,333,94
10471104,94,333
10471105,333,333
10471105,333,333
10472101,333,336
10472101,336,333
10472102,333,333
10472102,333,333
10472103,333,335
10472103,335,333
10473101,333,94
10473101,94,333
10473102,333,95
10473102,95,333
10473103,333,95
10473103,95,333
10473104,333,95
10473104,95,333
10473105,333,95
10473105,95,333
10474101,333,333
10474101,333,333
10474102,333,333
10474102,333,333
10475301,333,333
10475301,333,333
10475302,333,77
10475302,77,333
10475303,333,70
10475304,333,333
10475304,333,333
10476101,333,333
10476101,333,333
10476101,333,333
10476101,333,333
10476102,333,333
10476102,333,333
10476103,333,333
10476103,333,333
10476104,333,333
10476104,333,333
10476105,333,333
10476105,333,333
10477101,333,328
10477101,328,333
10477102,333,94
10477102,94,333
10477103,333,328
10477103,328,333
10478101,333,94
10478101,94,333
10479101,333,94
10479101,94,333
10479102,333,333
10479102,333,333
10479103,333,75
10479103,75,333
10480001,333,333
10480001,333,333
10481101,333,333
10481101,333,333
10481102,333,327
10481102,327,333
10481103,333,333
10481103,333,333
10482101,333,91
10482101,91,333
10482102,333,71
10482102,71,333
10482103,333,96
10482103,96,333
10483001,333,333
10483001,333,333
10483002,333,333
10483002,333,333
10483004,333,333
10483004,333,333
10484101,333,333
10484101,333,333
10484101,333,333
10484101,333,333
10485101,333,333
10485101,333,333
10485102,333,70
10485102,70,333
10486101,72,333
10486101,333,72
10486102,333,333
10486102,333,333
10486103,333,333
10486103,333,333
10486104,333,94
10486104,94,333
10486105,333,94
10486105,94,333
10488101,333,330
10488101,330,333
10488102,333,70
10488102,70,333
10488103,333,323
10488103,323,333
10489101,333,94
10489101,94,333
10489103,333,325
10489103,325,333
10490102,333,333
10490102,333,333
10491101,333,333
10491101,333,333
10491102,333,333
10491102,333,333
10492101,333,70
10492101,70,333
10492101,333,333
10492101,333,333
10492102,333,94
10492102,94,333
10493101,333,81
10493101,81,333
10493102,333,328
10493102,328,333
10493103,333,94
10493103,94,333
10494301,333,94
10494301,94,333
10495101,333,70
10495101,70,333
10495102,333,94
10495102,94,333
10495103,333,70
10495103,70,333
10496101,333,94
10496101,94,333
10496102,333,94
10496102,94,333
10496103,333,94
10496103,94,333
10497101,333,72
10497101,72,333
10497102,333,333
10497102,333,333
10498201,333,333
10498201,333,333
10498202,333,94
10498202,94,333
10499101,333,333
10499101,333,333
10499101,333,333
10499101,333,333
10499102,333,333
10499102,333,333
10499103,333,94
10499103,94,333
10499104,333,333
10499104,333,333
10499104,333,333
10499104,333,333
10500101,333,70
10500101,70,333
10500102,333,328
10500102,328,333
10500103,333,328
10500103,328,333
10500104,333,328
10500104,328,333
10500105,333,328
10500105,328,333
10501101,333,325
10501101,325,333
10501102,333,325
10501102,325,333
10501103,333,328
10501103,328,333
10502101,333,72
10502101,72,333
10502102,333,70
10502102,70,333
10502104,333,333
10502104,333,333
10502201,333,70
10502201,70,333
10502201,333,333
10502201,333,333
10502202,333,70
10502202,70,333
10502203,333,70
10502203,70,333
10502204,333,70
10502204,70,333
10502205,333,70
10502205,70,333
10504101,333,323
10504101,323,333
10504102,333,94
10504102,94,333
10504102,333,94
10504102,94,333
10504103,333,94
10504103,94,94
10504103,94,94
10504103,94,94
10504103,94,333
10504104,333,71
10504104,71,71
10504104,71,71
10504104,71,333
10505101,333,94
10505101,94,333
10506101,333,333
10506101,333,333
10506101,333,333
10506101,333,333
10506102,333,333
10506102,333,333
10506102,333,333
10506102,333,333
10506103,333,333
10506103,333,333
10506103,333,333
10506103,333,333
10507101,333,94
10507101,94,333
10507101,333,333
10507101,333,333
10508201,333,91
10508201,91,333
10508201,333,333
10508201,333,333
10508202,333,91
10508202,91,94
10508202,94,333
10509302,333,333
10509302,333,333
10510101,333,333
10510101,333,333
10510102,333,328
10510102,328,333
10510103,333,328
10510103,328,333
10510104,333,333
10510104,333,333
10511101,333,333
10511101,333,333
10511101,333,333
10511101,333,333
10511102,333,333
10511102,333,333
10511103,333,333
10511103,333,333
10511104,333,328
10511104,328,333
10511105,333,333
10511105,333,333
10512101,333,70
10512101,70,333
10512102,333,71
10512102,71,333
10512103,333,71
10512103,71,333
10512104,333,328
10512104,328,333
10513101,333,333
10513101,333,333
10513102,333,328
10513102,328,328
10513102,328,333
10513103,333,333
10513103,333,333
10514101,333,70
10514101,70,333
10514102,333,71
10514102,71,333
10515101,333,70
10515101,70,333
10515102,333,94
10515102,94,333
10515103,333,96
10515103,96,333
10516101,333,333
10516101,333,333
10516101,333,94
10516101,94,333
10516102,333,94
10516102,94,333
10516102,333,94
10516102,94,333
10516103,333,333
10516103,333,333
10516104,333,333
10516104,333,333
10517101,333,82
10517101,82,333
10517102,333,333
10517102,333,333
10518103,333,333
10518103,333,333
10519101,333,81
10519101,81,328
10519101,328,333
10519102,333,328
10519102,328,333
10519103,333,328
10519103,328,333
10520101,333,333
10520101,333,333
10520101,333,333
10520101,333,333
10520102,333,333
10520102,333,333
10521101,324,72
10521102,324,324
10521104,324,324
10521104,324,324
10522101,324,70
10522101,70,324
10522102,324,93
10522102,93,324
10522103,324,93
10522103,93,324
10523101,324,70
10523101,70,324
10524101,324,82
10524101,82,324
10525101,324,70
10525101,70,324
10525102,324,77
10525102,77,72
10525102,72,324
10525103,324,0
10525103,0,324
10525104,324,324
10525104,324,324
10526003,324,70
10526003,70,324
10526004,324,81
10526004,81,324
10527005,324,70
10527005,70,324
10528002,324,71
10528002,71,324
10528003,324,70
10528003,70,324
10529001,324,328
10529001,328,324
10529002,999,324
10530001,324,70
10530001,70,324
10531102,324,324
10531102,324,324
10532101,324,328
10532101,328,324
10532102,324,91
10532102,91,324
10533001,324,325
10533001,325,324
10534101,324,72
10534101,72,324
10534103,324,324
10534103,324,324
10534103,324,324
10534103,324,324
10534104,324,82
10534104,82,324
10535101,324,324
10535101,324,324
10535102,324,324
10535102,324,324
10536001,324,82
10536001,82,324
10536002,324,325
10536002,325,324
10536003,324,324
10536003,324,324
10536004,324,333
10536004,333,324
10536006,324,79
10536006,79,324
10537101,324,325
10537101,325,324
10537102,324,325
10537102,325,324
10538101,324,325
10538101,325,324
10538102,324,325
10538102,325,324
10538103,324,325
10538103,325,324
10538104,324,325
10538104,325,324
10539101,324,324
10539101,324,324
10539101,324,324
10539101,324,324
10539101,324,324
10539101,324,324
10539101,324,70
10540101,324,71
10540101,71,324
10540102,324,81
10540102,81,324
10540102,324,81
10540102,81,324
10540103,324,324
10540103,324,324
10540104,324,324
10540104,324,324
10540105,324,81
10540105,81,324
10541002,324,324
10541002,324,324
10542101,324,70
10542101,70,72
10542101,72,324
10542103,324,72
10542103,72,324
10542104,324,72
10542104,72,72
10542104,72,324
10543101,324,331
10543101,331,331
10543101,331,331
10543101,331,324
10544101,324,324
10544101,324,324
10544102,324,324
10544102,324,324
10545001,324,324
10545001,324,324
10545003,324,79
10545003,79,324
10545004,324,70
10545004,70,324
10545005,324,328
10545005,328,324
10545006,324,81
10545006,81,324
10547001,324,332
10547001,332,324
10548101,324,328
10548101,328,324
10548102,324,324
10548102,324,324
10549101,324,324
10549101,324,324
10549101,324,324
10549101,324,324
10549102,324,324
10549102,324,324
10549103,324,324
10549103,324,324
10550002,324,81
10550002,81,324
10550003,324,324
10550003,324,324
10551101,324,70
10551101,70,324
10551102,324,324
10551102,324,324
10552101,324,322
10552101,322,324
10552102,324,324
10552102,324,324
10553101,324,77
10553101,77,324
10554101,324,71
10554101,71,324
10554103,324,82
10554103,82,324
10554104,324,324
10554104,324,324
10556103,324,72
10556103,72,324
10556104,324,333
10556104,333,324
10557001,324,77
10558101,324,71
10558101,71,324
10558102,324,324
10558102,324,324
10558103,324,70
10558103,70,324
10560002,324,324
10560002,324,324
10560002,324,324
10560002,324,324
10560002,324,324
10560002,324,324
10560003,324,72
10560003,72,324
10560004,328,0
10560005,324,324
10560005,324,324
10560006,324,324
10560006,324,324
10560007,324,82
10560007,82,324
10560008,324,324
10560008,324,324
10561101,324,324
10561101,324,324
10561102,324,81
10561102,81,324
10561102,324,81
10561102,81,324
10562101,324,324
10562101,324,324
10562103,324,324
10562103,324,324
10563103,324,70
10563103,70,324
10564101,324,79
10564102,324,324
10564102,324,324
10564103,324,999
10564103,999,324
10564104,324,76
10564104,76,324
10565101,324,324
10565101,324,324
10565101,324,324
10565101,324,324
10566101,324,81
10566101,81,324
10566102,324,325
10566102,325,324
10566103,324,325
10566103,325,324
10566104,324,82
10566104,82,324
10567001,324,70
10567001,70,324
10568001,324,325
10568001,325,324
10568002,324,70
10568002,70,324
10568003,324,81
10568003,81,324
10570201,324,324
10570201,324,324
10570202,324,82
10571101,324,324
10571101,324,324
10571102,324,91
10571102,91,324
10572201,324,324
10572201,324,324
10572202,324,81
10572202,81,324
10573101,324,324
10573101,324,324
10573101,324,324
10573101,324,324
10573102,324,82
10573102,82,324
10573102,324,324
10573102,324,324
10573103,324,324
10573103,324,324
10574001,324,95
10574001,95,324
10574002,324,92
10574002,92,324
10574003,324,70
10574003,70,324
10575101,324,324
10575101,324,324
10576201,324,82
10576201,82,324
10576202,324,82
10576202,82,324
10576203,324,82
10576203,82,324
10577101,324,72
10577101,72,324
10577102,324,324
10577102,324,324
10578101,324,70
10578101,70,324
10578101,324,81
10578101,81,324
10578102,324,81
10578102,81,324
10578103,324,338
10578103,338,324
10578104,324,329
10578104,329,323
10578104,323,324
10578105,324,72
10578105,72,324
10578106,324,70
10578106,70,324
10578107,324,70
10578107,70,324
10578108,324,81
10578108,81,324
10579101,324,324
10579101,324,324
10580001,324,81
10580001,81,324
10580001,324,81
10580001,81,324
10580002,324,324
10580002,324,322
10580002,322,324
10580003,324,329
10580003,329,324
10581105,324,328
10581105,328,324
10581106,324,324
10581106,324,324
10582103,324,70
10582103,70,324
10583101,324,324
10583101,324,324
10583102,324,70
10583102,70,324
10584301,324,70
10584301,70,324
10584302,324,324
10584302,324,324
10585201,324,324
10585201,324,324
10586103,324,322
10586103,322,324
10587101,324,82
10587101,82,324
10587103,324,82
10588101,324,82
10588101,82,324
10589001,324,91
10589001,91,324
10590101,324,332
10590101,332,324
10590102,324,324
10590102,324,324
10590102,324,324
10590103,324,324
10590103,324,324
10590103,324,324
10591101,324,0
10591101,0,324
10591102,324,70
10591102,70,324
10591105,324,81
10591105,81,324
10592101,324,82
10592101,82,324
10592103,324,324
10592103,324,324
10593101,324,0
10593102,324,81
10593102,81,324
10594101,324,98
10594101,98,324
10594102,324,70
10594102,70,324
10594103,324,70
10594103,70,324
10595101,324,76
10595101,76,324
10595102,324,72
10595102,72,324
10595103,324,324
10595103,324,324
10596001,324,0
10596001,0,324
10596002,324,77
10596002,77,324
10596003,324,70
10596003,70,324
10596003,324,70
10596003,70,324
10596004,324,70
10596004,70,324
10597101,324,72
10597101,72,324
10597102,324,72
10597102,72,324
10597103,324,325
10597103,325,324
10597105,324,325
10597105,325,324
10598101,324,70
10598101,70,324
10599101,324,79
10599101,79,324
10599102,324,324
10599102,324,324
10599102,324,324
10599102,324,324
10599103,324,79
10599103,79,324
10599104,324,72
10599104,72,324
10601101,324,72
10601101,72,324
10601102,324,92
10601102,92,324
10601104,324,72
10601104,72,324
10602102,324,72
10602102,72,324
10603101,324,70
10603101,70,324
10603103,324,82
10603103,82,324
10603104,324,82
10603104,82,324
10603105,324,332
10603105,332,324
10604101,324,324
10604101,324,324
10604101,324,324
10604101,324,324
10604102,324,0
10604102,0,77
10604103,324,324
10604103,324,77
10605101,324,330
10605101,330,324
10605103,324,324
10605103,324,324
10605103,324,324
10605103,324,324
10605103,324,70
10605103,70,324
10605104,324,93
10605104,93,324
10605105,324,324
10605105,324,324
10605106,324,0
10605106,0,324
10606102,324,81
10606102,81,324
10607101,324,324
10607101,324,324
10608101,324,324
10608101,324,324
10609101,324,332
10609101,332,324
10609103,324,82
10609103,82,324
10610102,324,70
10610102,70,81
10610102,81,324
10610102,324,329
10610102,329,324
10611101,324,70
10611101,70,324
10611103,324,70
10611103,70,324
10611105,324,333
10611105,333,324
10612101,324,70
10612101,70,324
10613102,324,70
10613102,70,324
10614101,324,93
10614101,93,324
10614102,324,70
10614102,70,324
10615301,324,70
10615301,70,324
10617101,324,328
10617101,328,324
10617101,324,324
10617101,324,324
10618001,324,329
10618001,329,324
10618002,324,70
10618002,70,324
10618004,324,71
10618004,71,324
10619101,324,324
10619101,324,324
10619102,324,324
10619102,324,324
10619103,324,324
10619103,324,324
10620301,324,94
10620301,94,324
10620301,324,81
10620301,81,324
10620302,324,0
10620302,0,324
10620302,324,81
10620302,81,324
10621101,324,324
10621101,324,324
10621103,324,325
10621103,325,324
10622301,324,81
10622301,81,81
10622301,81,81
10622301,81,324
10622302,324,324
10622302,324,324
10622302,324,324
10622302,324,324
10622304,324,81
10622304,81,70
10622304,70,324
10622305,324,324
10622305,324,324
10622305,324,71
10622305,71,324
10622306,324,324
10622306,324,324
10623101,324,70
10623101,70,324
10624101,324,324
10624101,324,324
10624102,324,333
10624102,333,324
10624103,324,70
10624103,70,324
10624103,324,324
10624103,324,324
10624103,324,324
10624103,324,324
10624103,324,324
10625101,324,72
10625102,324,324
10625102,324,324
10625103,324,82
10625103,82,324
10626101,324,70
10626101,70,70
10626101,70,70
10626101,70,324
10626102,324,332
10626102,332,324
10626104,324,324
10626104,324,324
10627101,324,324
10627101,324,324
10627101,324,324
10627101,324,324
10627101,324,71
10627101,71,324
10627102,324,324
10627102,324,324
10627103,324,324
10627103,324,324
10627104,324,91
10627104,91,324
10628101,324,70
10628101,70,324
10628103,324,70
10628103,70,324
10628104,324,70
10628104,70,324
10628104,324,324
10628104,324,324
10628105,324,324
10628105,324,324
10629101,324,333
10629102,324,71
10629102,71,324
10629102,324,324
10629102,324,324
10629103,324,70
10629103,70,324
10629104,324,70
10629104,70,324
10630101,324,329
10630101,329,324
10630102,324,329
10630102,329,324
10631001,324,324
10631001,324,324
10631001,324,324
10631001,324,324
10631001,324,324
10631002,324,324
10631002,324,324
10631002,324,324
10631002,324,324
10631002,324,324
10631002,324,81
10631002,81,81
10631002,81,324
10632201,324,328
10632201,328,324
10632202,324,328
10632202,328,324
10633101,324,70
10633101,70,70
10633101,70,324
10633102,324,70
10633102,70,70
10633102,70,324
10633103,324,81
10633103,81,324
10633104,324,71
10633104,71,325
10633104,325,324
10634101,324,331
10634101,331,324
10634102,324,91
10634103,324,81
10634103,81,324
10634104,324,81
10634104,81,324
10635101,324,324
10635101,324,324
10635102,324,324
10635102,324,324
10636102,324,81
10636102,81,324
10637103,324,70
10637103,70,324
10637104,324,334
10637104,334,324
10637104,324,324
10637104,324,324
10637105,324,77
10637105,77,324
10637106,324,82
10637106,82,324
10638001,324,70
10638001,70,324
10638002,324,323
10638002,323,324
10639102,324,324
10639102,324,324
10639103,324,328
10639103,328,324
10640101,324,324
10640101,324,324
10641101,324,328
10641102,324,324
10641102,324,324
10641103,324,79
10642101,324,82
10642101,82,324
10642102,324,71
10642102,71,324
10642103,324,324
10642103,324,324
10643001,324,70
10643001,70,324
10643002,324,70
10643002,70,70
10643002,70,324
10643003,324,333
10643003,333,324
10643004,324,70
10643004,70,70
10643004,70,324
10643005,324,0
10643005,0,324
10644101,324,329
10644101,329,324
10644101,324,0
10644101,0,324
10644103,324,77
10644103,77,77
10644103,77,77
10644103,77,324
10645101,324,82
10645101,82,324
10645102,324,324
10645102,324,324
10645103,324,82
10645103,82,324
10645104,324,324
10645104,324,324
10646001,324,92
10646001,92,324
10646002,324,81
10646002,81,324
10646003,324,81
10646003,81,324
10646003,324,328
10646003,328,324
10646004,324,77
10646004,77,324
10646005,324,81
10646005,81,324
10646006,324,77
10646006,77,324
10646007,324,77
10646007,77,324
10647001,324,328
10647001,328,324
10647002,324,70
10647002,70,324
10647003,324,70
10647003,70,324
10647004,324,324
10647004,324,324
10647005,324,71
10647005,71,324
10648101,324,324
10648102,324,324
10648104,324,324
10649101,324,72
10649102,324,324
10649102,324,324
10650101,324,70
10650101,70,324
10650102,324,81
10650102,81,324
10650103,324,81
10650103,81,324
10651101,324,91
10651101,91,324
10651101,324,325
10651101,325,324
10651102,324,324
10651102,324,324
10651102,324,325
10651102,325,324
10651103,324,324
10651103,324,324
10651103,324,325
10651103,325,324
10651104,324,324
10651104,324,324
10651105,324,324
10651105,324,324
10651105,324,325
10651105,325,324
10652103,324,81
10652103,81,324
10652104,324,81
10652104,81,324
10652105,324,81
10652105,81,324
10653101,324,324
10653101,324,324
10653101,324,324
10653101,324,324
10653101,324,81
10653101,81,324
10654101,324,324
10654101,324,324
10654102,324,82
10654102,82,324
10654103,324,71
10654103,71,324
10654105,324,324
10654105,324,324
10655201,324,324
10655201,324,324
10655201,324,324
10655201,324,324
10655202,324,71
10655202,71,324
10655203,324,81
10655203,81,324
10655204,324,324
10655204,324,324
10655204,324,324
10655204,324,324
10656101,324,324
10656101,324,324
10656102,324,324
10656102,324,324
10656102,324,324
10656102,324,324
10657101,324,324
10657101,324,324
10658101,324,324
10658101,324,324
10658101,324,329
10658101,329,324
10658102,324,72
10658102,72,324
10658102,324,324
10658102,324,324
10658103,324,324
10658103,324,324
10659001,324,70
10659001,70,324
10660102,324,325
10660102,325,324
10660103,324,70
10660103,70,324
10661001,324,0
10661001,0,324
10661003,324,71
10661003,71,324
10661004,324,324
10661004,324,324
10663103,324,70
10663103,70,324
10664001,324,325
10664001,325,324
10664002,324,72
10664002,72,70
10664002,70,324
10665101,324,324
10665101,324,324
10665102,324,70
10665102,70,324
10665103,324,324
10665103,324,324
10665103,324,324
10665103,324,324
10665104,324,324
10665104,324,324
10665105,324,324
10665105,324,324
10667103,324,324
10667103,324,324
10669101,324,70
10669101,70,324
10669102,324,324
10669102,324,324
10669103,324,81
10669103,81,324
10669104,324,324
10669104,324,324
10671101,324,324
10671101,324,324
10672101,324,92
10672101,92,324
10672102,324,324
10672102,324,324
10672103,324,324
10672103,324,324
10672104,324,325
10672104,325,324
10673101,324,324
10673101,324,324
10673102,324,71
10673102,71,324
10673103,324,81
10673103,81,81
10673103,81,81
10673103,81,324
10673104,324,79
10673104,79,324
10674101,324,324
10674101,324,324
10674101,324,324
10674101,324,324
10675102,324,324
10675102,324,324
10675102,324,324
10675102,324,324
10675103,324,324
10675103,324,324
10676101,324,324
10676101,324,324
10676102,324,324
10676102,324,324
10676102,324,324
10676102,324,324
10676105,324,324
10676105,324,324
10676106,324,324
10676106,324,324
10676107,324,324
10676107,324,324
10677102,324,98
10677102,98,324
10678002,324,82
10678002,82,324
10678003,324,70
10678003,70,324
10678004,324,82
10678004,82,324
10678004,324,324
10678004,324,324
10678005,324,70
10678005,70,324
10678006,324,70
10678006,70,324
10679102,324,324
10679102,324,324
10680101,324,324
10680101,324,324
10680102,324,324
10680102,324,324
10680103,324,94
10680104,324,94
10680105,324,324
10680105,324,324
10680105,324,325
10680105,325,324
10681101,324,79
10681101,79,324
10681103,324,72
10681103,72,324
10682101,324,331
10682101,331,324
10682102,324,324
10682102,324,324
10684101,324,82
10684101,82,324
10684101,324,82
10684101,82,324
10684101,324,70
10684101,70,324
10684101,324,82
10684101,82,324
10684102,324,70
10684102,70,70
10684102,70,70
10684102,70,324
10684103,324,82
10684103,82,324
10684103,324,82
10684103,82,324
10684104,324,82
10684104,82,324
10684104,324,82
10684104,82,324
10684104,324,82
10684104,82,324
10684104,324,82
10684104,82,324
10685101,100,70
10685101,70,324
10685102,999,324
10686201,324,324
10686201,324,324
10686201,324,324
10686201,324,324
10686202,324,70
10686202,70,324
10686202,324,324
10686202,324,324
10687101,324,324
10687101,324,70
10687101,70,324
10687101,324,324
10687101,324,324
10687102,324,71
10687102,71,324
10687103,324,324
10687103,324,324
10687104,324,324
10687104,324,324
10687104,324,324
10688101,324,324
10688101,324,324
10688101,324,324
10688101,324,324
10688102,324,332
10688102,332,324
10688103,324,324
10688103,324,324
10689102,324,91
10689102,91,324
10690103,324,324
10690103,324,324
10690105,324,94
10690105,94,324
10691101,324,70
10691101,70,324
10691102,324,324
10691102,324,324
10691102,324,324
10691103,324,324
10691103,324,324
10692001,324,70
10692001,70,324
10692002,324,70
10693201,324,324
10693201,324,324
10693201,324,324
10693201,324,324
10693202,324,324
10693202,324,324
10693202,324,324
10693202,324,324
10693203,324,324
10693203,324,324
10694101,324,70
10694101,70,70
10694101,70,324
10694101,324,324
10694101,324,324
10694102,324,324
10694102,324,324
10694102,324,324
10694102,324,324
10694103,324,324
10694103,324,324
10694103,324,324
10694104,324,324
10694104,324,324
10694104,324,324
10694104,324,324
10694104,324,324
10694105,324,324
10694105,324,324
10694105,324,324
10695101,324,324
10696101,324,324
10696101,324,324
10696102,324,79
10696102,79,324
10696103,324,324
10696103,324,324
10697102,324,324
10697102,324,324
10698101,324,0
10698101,0,324
10698101,324,324
10698101,324,324
10698102,324,324
10698102,324,324
10699101,324,324
10699101,324,324
10699101,324,324
10699101,324,324
10699102,324,324
10699102,324,324
10699103,324,324
10699103,324,324
10700101,324,323
10700101,323,324
10700102,324,71
10700102,71,324
10700104,324,72
10700104,72,324
10701101,324,324
10701101,324,324
10701102,324,71
10701102,71,324
10701103,324,325
10701103,325,324
10702001,324,328
10702001,328,324
10702003,324,82
10702003,82,324
10702004,324,82
10702004,82,324
10702005,324,72
10702005,72,324
10703101,324,325
10703101,325,324
10703102,324,82
10703102,82,324
10703103,324,325
10703103,325,324
10703104,324,324
10703104,324,82
10704101,324,71
10704101,71,324
10705101,324,329
10705101,329,70
10705101,70,324
10705102,324,70
10705102,70,324
10706101,324,72
10706101,72,324
10707101,324,324
10707101,324,324
10707101,324,324
10707101,324,324
10707102,324,72
10707102,72,324
10707102,324,324
10707102,324,324
10707103,324,72
10707103,72,324
10707104,324,324
10707104,324,324
10707104,324,324
10707104,324,324
10707105,324,324
10707105,324,324
10707105,324,324
10707105,324,324
10708001,324,99
10708001,99,324
10708002,324,91
10708002,91,324
10709101,324,70
10709101,70,324
10710101,324,324
10710101,324,324
10710101,324,93
10710101,93,324
10710102,324,81
10710102,81,324
10710102,324,324
10710102,324,325
10710102,325,94
10710102,94,324
10710103,324,324
10710103,324,325
10710103,325,94
10710103,94,324
10711002,324,332
10711002,332,324
10712101,324,0
10712101,0,324
10713102,324,324
10713102,324,324
10714101,324,70
10714101,70,324
10714101,324,324
10714101,324,324
10714101,324,328
10714101,328,324
10714102,324,70
10714102,70,324
10714102,324,324
10714102,324,324
10714102,324,324
10714102,324,324
10715001,324,82
10715001,82,324
10715002,324,324
10715002,324,324
10715002,324,82
10715002,82,324
10715003,324,82
10715003,82,94
10715003,94,324
10715003,324,324
10715003,324,324
10715004,324,70
10715004,70,324
10716101,324,999
10716101,999,324
10717001,324,77
10717001,77,324
10717001,324,81
10717001,81,324
10717002,324,72
10717002,72,324
10717002,324,324
10717002,324,324
10717003,324,0
10717003,0,324
10718102,324,324
10718102,324,324
10718103,324,323
10718103,323,324
10719101,324,324
10719101,324,324
10719102,324,70
10719102,70,324
10719103,324,72
10719103,72,324
10719103,324,324
10719104,324,0
10719104,0,324
10719104,324,324
10719104,324,324
10719105,324,324
10719105,324,324
10720101,324,81
10720101,81,324
10720102,324,97
10720102,97,324
10721101,324,70
10721101,70,324
10721102,324,70
10721102,70,324
10722101,324,88
10722101,88,324
10722101,324,81
10722101,81,324
10722102,324,81
10722102,81,324
10722103,324,70
10722103,70,324
10723105,324,324
10723105,324,324
10724201,324,71
10724201,71,324
10724202,324,70
10724202,70,324
10724204,324,324
10724204,324,324
10725103,324,328
10725103,328,324
10725104,324,101
10725104,101,324
10726101,324,324
10726101,324,324
10726102,324,324
10726102,324,324
10726102,324,324
10726102,324,324
10726102,324,324
10726102,324,324
10726103,324,324
10726103,324,324
10726103,324,324
10726103,324,324
10727101,324,70
10727101,70,324
10727102,324,325
10727102,325,324
10727103,324,70
10727103,70,324
10728102,324,328
10728102,328,324
10728103,324,81
10728103,81,324
10728104,324,70
10728104,70,324
10728105,324,81
10728105,81,324
10728106,324,81
10728106,81,324
10729101,324,336
10729101,336,324
10729101,324,81
10729101,81,324
10729103,324,81
10729103,81,324
10729103,324,81
10729103,81,324
10729104,324,81
10729104,81,324
10729104,324,324
10729104,324,324
10729105,324,324
10729105,324,324
10729105,324,81
10729105,81,324
10730101,324,324
10730101,324,324
10730101,324,70
10730101,70,324
10730102,324,70
10730102,70,324
10730103,324,324
10730103,324,324
10730103,324,70
10730103,70,324
10730104,324,324
10730104,324,324
10730104,324,70
10730104,70,324
10731103,324,81
10731103,81,324
10732003,324,81
10732003,81,324
10732004,324,70
10732004,70,324
10732006,324,324
10732006,324,324
10733101,324,328
10733101,328,324
10733102,324,91
10733102,91,324
10734101,324,328
10734101,328,324
10734102,324,324
10734102,324,324
10734102,324,324
10734102,324,324
10734103,324,70
10734103,70,324
10737101,324,94
10737101,94,324
10738101,324,81
10738101,81,324
10738102,324,324
10738102,324,324
10738102,324,324
10738103,324,70
10738103,70,324
10739101,324,70
10739101,70,324
10739102,324,325
10739102,325,324
10740001,324,77
10740001,77,324
10740003,324,0
10740003,0,324
10740004,324,77
10740004,77,324
10741103,324,82
10741103,82,324
10741104,324,81
10741104,81,324
10742101,324,70
10742101,70,324
10742101,324,0
10742101,0,324
10742102,324,0
10742102,0,324
10742103,324,0
10742103,0,324
10743001,324,81
10743001,81,324
10743001,324,328
10743001,328,324
10743002,324,70
10743002,70,328
10743002,328,324
10744101,324,70
10744101,70,324
10744104,325,324
10745101,324,70
10745101,70,76
10745101,76,324
10745102,324,324
10745102,324,324
10746101,324,324
10746101,324,324
10746101,324,81
10746101,81,324
10746103,324,70
10746103,70,324
10747202,324,325
10747202,325,324
10747202,324,324
10747202,324,324
10747202,324,324
10748101,324,324
10748101,324,324
10749101,324,324
10749101,324,324
10749102,324,92
10749102,92,324
10749103,324,324
10749103,324,324
10750101,324,324
10750101,324,324
10750102,324,70
10750102,70,324
10750102,324,324
10750102,324,324
10751101,324,70
10751101,70,324
10751101,324,324
10751101,324,324
10751102,324,70
10751102,70,324
10752102,324,324
10752102,324,324
10752103,324,324
10752103,324,324
10753101,324,324
10753101,324,324
10753102,324,70
10753102,70,324
10754101,324,70
10754101,70,324
10754101,324,324
10754101,324,324
