Persona:int,ComunaOrigen:int,ComunaDestino:int
20780002,101,101
20780002,101,101
20780003,101,72
20780003,72,101
20781001,101,101
20781001,101,101
20781004,100,101
20781101,101,100
20781101,100,101
20781104,101,100
20781104,100,72
20781105,101,100
20781105,100,101
20782102,101,100
20782202,101,101
20782202,101,101
20782203,101,72
20782203,72,101
20782204,101,101
20782204,101,101
20783101,101,100
20783101,100,101
20783102,101,100
20783102,100,101
20783103,101,101
20783103,101,101
20783104,101,101
20783104,101,101
20783105,101,101
20783105,101,101
20783106,101,101
20783106,101,101
20784101,101,101
20784101,101,101
20785101,101,100
20785101,100,101
20785103,101,70
20785103,70,101
20786101,101,101
20786101,101,101
20786102,101,93
20786102,93,101
20787301,101,93
20787301,93,101
20787302,101,70
20787302,70,70
20787302,70,93
20787302,93,101
20787303,101,70
20787305,101,0
20787305,0,101
20788101,101,100
20788101,100,101
20788103,101,70
20788103,70,101
20788104,101,100
20788104,100,101
20789101,101,322
20789102,101,100
20789102,100,101
20790002,101,0
20790002,0,101
20791001,101,0
20791001,0,101
20792101,101,72
20792101,72,101
20792103,101,101
20792103,101,101
20794101,101,100
20794101,100,101
20794102,101,101
20794102,101,101
20795001,101,100
20795001,100,101
20795002,101,101
20795002,101,101
20796102,101,0
20796102,0,101
20796103,101,0
20796103,0,101
20797101,101,101
20797101,101,101
20797103,101,101
20797103,101,101
20797104,101,100
20797104,100,101
20797105,101,100
20797105,100,101
20798302,101,100
20798302,100,101
20798303,101,335
20798303,335,101
20798304,101,93
20798304,93,101
20798304,101,101
20798304,101,101
20798307,101,101
20798307,101,101
20798308,101,100
20798308,100,101
20799001,101,100
20799001,100,101
20799001,101,0
20799001,0,101
20799001,101,0
20799001,0,101
20799002,101,100
20799002,100,101
20799003,101,100
20799003,100,101
20799004,101,100
20799004,100,101
20800101,101,100
20800101,100,101
20800102,101,100
20800102,100,101
20800103,101,0
20800103,0,101
20800104,101,101
20800104,101,101
20801101,101,71
20801101,71,101
20801102,101,100
20801102,100,101
20802101,101,100
20802101,100,101
20802102,101,101
20802102,101,101
20802103,101,101
20802103,101,101
20803101,101,100
20803101,100,101
20803103,101,101
20803103,101,101
20803103,101,101
20803103,101,101
20805101,101,101
20805101,101,101
20805101,101,101
20805101,101,101
20805102,101,100
20805102,100,101
20805103,101,101
20805103,101,101
20805104,101,101
20805104,101,101
20806101,101,100
20806101,100,101
20807101,101,0
20807101,0,101
20807103,101,0
20807103,0,101
20807104,101,101
20807104,101,101
20807105,101,101
20807105,101,101
20808101,72,70
20808101,70,72
20809101,72,72
20809101,72,72
20809102,72,70
20809102,70,72
20809103,72,71
20809103,71,72
20810101,72,86
20810101,86,72
20810102,72,86
20810102,86,72
20811001,72,71
20811001,71,72
20811002,72,70
20811002,70,72
20812101,72,70
20813101,72,71
20813101,71,72
20814101,72,71
20814101,71,72
20814102,72,72
20814102,72,72
20814103,72,72
20814103,72,72
20814104,72,72
20814104,72,72
20815101,72,72
20815101,72,72
20815102,72,72
20815102,72,72
20815103,72,71
20815103,71,72
20816101,72,70
20816101,70,70
20816101,70,70
20816101,70,72
20817101,72,91
20817101,91,72
20817101,72,91
20817101,91,72
20818101,72,91
20818101,91,72
20818101,72,72
20819101,72,95
20819101,95,75
20819101,75,72
20820101,72,70
20820101,70,72
20820101,72,72
20820101,72,72
20820102,72,72
20820102,72,72
20820102,72,72
20820102,72,72
20820102,72,72
20820103,72,72
20820103,72,72
20821101,72,72
20821101,72,72
20821101,72,72
20821101,72,72
20821102,72,330
20821102,330,72
20822101,72,334
20822101,334,72
20822101,72,72
20822104,72,71
20822104,71,70
20822104,70,71
20822104,71,72
20823201,72,330
20823201,330,72
20824101,72,91
20824101,91,72
20824101,72,72
20824101,72,72
20824102,72,72
20824102,72,72
20825001,72,71
20825001,71,323
20825001,323,71
20825001,71,72
20825001,72,72
20825001,72,72
20826101,82,72
20827101,72,72
20827101,72,332
20827101,332,72
20827201,72,72
20827201,72,72
20827201,72,72
20827201,72,72
20828101,72,72
20828101,72,72
20828101,72,72
20828101,72,72
20828102,72,72
20828102,72,72
20828102,72,72
20828102,72,72
20828103,72,72
20828103,72,72
20829101,72,100
20829101,100,72
20829102,72,94
20829102,94,72
20830101,72,72
20830101,72,72
20830101,72,72
20830101,72,72
20831101,72,70
20831101,70,72
20831102,72,72
20831102,72,72
20831102,72,72
20832101,72,71
20832101,71,72
20832101,72,72
20832101,72,72
20832101,72,72
20832102,72,72
20832102,72,72
20832102,72,72
20832103,72,72
20832103,72,72
20832103,72,72
20832104,72,72
20832104,72,72
20832104,72,72
20833101,95,72
20835101,72,71
20835101,71,72
20835102,72,70
20835102,70,72
20836101,72,71
20836101,71,72
20836102,72,71
20836102,71,72
20837101,72,70
20837101,70,72
20837102,72,72
20837102,72,72
20837103,72,72
20837103,72,329
20837103,329,72
20838101,72,100
20838101,100,100
20838101,100,72
20838102,72,100
20838102,100,72
20839001,72,71
20839001,71,72
20839001,72,330
20839001,330,72
20839001,72,70
20839001,70,72
20840101,72,70
20840101,70,72
20840101,72,72
20840101,72,72
20840101,72,91
20840101,91,72
20840101,72,72
20840101,72,72
20840101,72,72
20840101,72,72
20840101,72,70
20840101,70,72
20842101,72,71
20842101,71,72
20842101,72,92
20842101,92,72
20842101,72,72
20842101,72,72
20842101,72,72
20842101,72,72
20843104,72,91
20843104,91,72
20844101,72,71
20844101,71,72
20844101,72,71
20844101,71,71
20844101,71,72
20844101,72,72
20844101,72,72
20844102,72,72
20844102,72,72
20844102,72,71
20844102,71,72
20844102,72,72
20844102,72,72
20844102,72,71
20844102,71,72
20844103,72,72
20844103,72,72
20844103,72,71
20844103,71,72
20845101,72,71
20845101,71,72
20845101,72,72
20845101,72,72
20846001,72,71
20846001,71,72
20846001,72,72
20846001,72,72
20846001,72,72
20846002,72,92
20846002,92,92
20846002,92,70
20846002,70,72
20846003,72,71
20846003,71,72
20846003,72,72
20846004,72,71
20846004,71,72
20846004,72,72
20846004,72,91
20846004,91,72
20847101,72,72
20847101,72,72
20848101,72,70
20848101,70,72
20850101,72,331
20850101,331,72
20850102,72,72
20850102,72,72
20851101,72,72
20851101,72,72
20851101,72,72
20851101,72,72
20852101,72,72
20852101,72,72
20852101,72,72
20852101,72,72
20852102,72,72
20852102,72,72
20852102,72,72
20852102,72,72
20852102,72,72
20852102,72,72
20853101,72,71
20853101,71,72
20853102,72,70
20853102,70,72
20853103,72,70
20853103,70,72
20854101,72,100
20854101,100,100
20854101,100,100
20854101,100,72
20854101,72,72
20854101,72,72
20854101,72,72
20856101,72,72
20856101,72,72
20857101,72,72
20857101,72,72
20857102,72,72
20857102,72,72
20858101,72,72
20858101,72,72
20858101,72,72
20858101,72,72
20858101,72,999
20860001,72,72
20860001,72,72
20860002,72,92
20860002,92,92
20860002,92,72
20860003,72,92
20860003,92,92
20860003,92,72
20861101,72,72
20861101,72,72
20861101,72,72
20861101,72,72
20862101,72,329
20862101,329,72
20862101,72,72
20862101,72,72
20863101,72,91
20863101,91,70
20863101,70,329
20863101,329,72
20864101,72,72
20864101,72,72
20864101,72,322
20864101,322,72
20864102,72,322
20864102,322,72
20864102,72,92
20864102,92,72
20864103,72,322
20864103,322,72
20864104,72,322
20864104,322,72
20864105,72,72
20864105,72,72
20864105,72,322
20864105,322,72
20865201,72,72
20865201,72,72
20865201,72,71
20865201,71,72
20865203,72,71
20865203,71,72
20866101,72,72
20866101,72,72
20867101,72,70
20867101,70,72
20868101,72,72
20868101,72,72
20869101,72,79
20869101,79,72
20869102,72,336
20869102,336,332
20869102,332,336
20869102,336,72
20869103,72,71
20869103,71,72
20869103,72,72
20869104,72,70
20869104,70,72
20869104,72,330
20870101,72,322
20870101,322,330
20870101,330,329
20870101,329,324
20870101,324,72
20870101,72,72
20870101,72,72
20870102,72,322
20870102,322,330
20870102,330,72
20871001,72,72
20871001,72,72
20871002,72,72
20871002,72,72
20872101,72,70
20872101,70,72
20872102,72,72
20872102,72,72
20872103,72,72
20872103,72,70
20872103,70,77
20872103,77,72
20872104,72,72
20872104,72,72
20873201,72,71
20873201,71,71
20873201,71,72
20873201,72,72
20873201,72,72
20874101,72,71
20874101,71,72
20875101,72,72
20875101,72,72
20875101,72,72
20875101,72,72
20875101,72,72
20875102,72,72
20876101,72,70
20876101,70,72
20876102,72,72
20876102,72,91
20876102,91,72
20876102,72,91
20876102,91,72
20876102,72,72
20877101,72,999
20877101,999,72
20878101,72,70
20878101,70,72
20878101,72,72
20878101,72,72
20879101,72,72
20879101,72,72
20879101,72,72
20879101,72,72
20879102,72,72
20879102,72,72
20879103,72,323
20879103,323,72
20880101,72,91
20880101,91,70
20880101,70,72
20881201,72,72
20881201,72,72
20881202,72,329
20881202,329,72
20881203,72,72
20881203,72,72
20881203,72,72
20881203,72,72
20881204,72,72
20881204,72,72
20882101,72,72
20882101,72,72
20882102,72,323
20882102,323,72
20883101,72,70
20883101,70,70
20883101,70,72
20883102,72,70
20883102,70,326
20883102,326,72
20883103,72,70
20883103,70,70
20883103,70,72
20884201,72,331
20884201,331,71
20884201,71,72
20885101,72,92
20885101,92,72
20885101,72,72
20886101,72,72
20886101,72,331
20886101,331,72
20887101,72,70
20887101,70,70
20887101,70,92
20887101,92,72
20888101,72,92
20888101,92,72
20888101,72,72
20888101,72,72
20889101,72,0
20889101,0,72
20889102,72,72
20889102,72,72
20890101,71,71
20890101,71,71
20890101,71,322
20890101,322,71
20890102,71,70
20890102,70,71
20890102,71,71
20890103,71,71
20890103,71,71
20890104,71,71
20890104,71,71
20891101,71,70
20891101,70,329
20891101,329,70
20891101,70,70
20891101,70,70
20891101,70,72
20891101,72,71
20891103,71,72
20891103,72,71
20892301,72,71
20892301,71,72
20892301,72,72
20892301,72,72
20893101,72,91
20893101,91,72
20893101,72,72
20893101,72,72
20893101,72,72
20893102,72,71
20893102,71,71
20893102,71,71
20893102,71,331
20893102,331,72
20894101,72,70
20894101,70,72
20894102,72,70
20894102,70,70
20894102,70,70
20894102,70,72
20895101,72,72
20895101,72,72
20895102,72,322
20895102,322,72
20895102,72,322
20895102,322,72
20896201,72,72
20896201,72,72
20896201,72,72
20896201,72,72
20896201,72,72
20897001,72,71
20897001,71,71
20897001,71,71
20897001,71,70
20897001,70,71
20897001,71,331
20897001,331,72
20897001,72,71
20897001,71,72
20897003,72,71
20897003,71,72
20897003,72,72
20898201,72,76
20898201,76,72
20898202,72,72
20898202,72,323
20898202,323,72
20898203,72,331
20898203,331,72
20898203,72,71
20898203,71,72
20898204,72,72
20898204,72,72
20898204,72,92
20898204,92,71
20898204,71,72
20899101,72,92
20899101,92,71
20899101,71,72
20900101,72,70
20900101,70,72
20900102,72,72
20900102,72,72
20900103,72,72
20900103,72,72
20901101,72,72
20901101,72,72
20901101,72,72
20901101,72,72
20901102,72,322
20901102,322,72
20904101,72,72
20904101,72,72
20904101,72,72
20904101,72,72
20904101,72,72
20904101,72,72
20904101,72,72
20904102,72,72
20904102,72,72
20904102,72,72
20904102,72,72
20904102,72,72
20904102,72,72
20904102,72,72
20904103,72,72
20904103,72,91
20904103,91,72
20905101,72,334
20905101,334,76
20905101,76,72
20905102,72,76
20905102,76,76
20905102,76,72
20905103,72,334
20905103,334,76
20905103,76,72
20905104,72,76
20905104,76,76
20905104,76,72
20906101,72,93
20906101,93,72
20906102,72,91
20906102,91,72
20906103,72,72
20906103,72,72
20907101,72,72
20907101,72,72
20909101,72,72
20909101,72,72
20909102,72,72
20909102,72,72
20909102,72,72
20909102,72,72
20909103,72,72
20909103,72,72
20909103,72,72
20909103,72,72
20909104,999,72
20910101,72,328
20910101,328,72
20911102,72,72
20911102,72,72
20912101,72,999
20912102,72,999
20912102,999,72
20912102,72,82
20912102,82,72
20913101,72,70
20913101,70,70
20913101,70,70
20913101,70,71
20913101,71,72
20913102,72,70
20913102,70,70
20913102,70,70
20913102,70,72
20914101,72,72
20914101,72,72
20915001,72,71
20915001,71,71
20915001,71,72
20915002,72,70
20915002,70,70
20915002,70,70
20915002,70,72
20915002,72,72
20916001,72,72
20916001,72,72
20916001,72,71
20916001,71,71
20916001,71,71
20916001,71,72
20917001,72,70
20917001,70,72
20917002,72,329
20917002,329,70
20917002,70,328
20917002,328,999
20920001,72,77
20920001,77,72
20920001,72,72
20920001,72,72
20921201,72,70
20921201,70,72
20921202,72,72
20921202,72,72
20921203,72,72
20921203,72,72
20921204,72,72
20921204,72,72
20922101,72,71
20922101,71,72
20922102,72,71
20922102,71,72
20922102,72,334
20922102,334,70
20922102,70,72
20923101,72,70
20923101,70,72
20924101,72,72
20924101,72,86
20924101,86,333
20924101,333,72
20924102,72,328
20924102,328,72
20925101,72,91
20925101,91,72
20925101,72,70
20925101,70,72
20925102,72,100
20925102,100,72
20926101,72,71
20926101,71,72
20927101,72,71
20927101,71,71
20927101,71,71
20927101,71,72
20927102,72,70
20927102,70,72
20927103,72,72
20927103,72,72
20927104,72,72
20927104,72,72
20928101,72,72
20928101,72,72
20928102,72,70
20928102,70,72
20929101,72,71
20929101,71,323
20929101,323,72
20929101,72,70
20929101,70,72
20929102,72,323
20929102,323,72
20929102,72,70
20929102,70,72
20930101,72,72
20930101,72,79
20930101,79,71
20930101,71,72
20930101,72,71
20930101,71,72
20931101,72,72
20931102,72,70
20931102,70,70
20931102,70,70
20931102,70,72
20931103,72,91
20931103,91,72
20932101,72,72
20932101,72,72
20932102,72,70
20932102,70,72
20934101,72,72
20934101,72,72
20935101,72,70
20935101,70,72
20935101,72,72
20935101,72,72
20936101,72,72
20936101,72,72
20936102,72,72
20936102,72,72
20936102,72,72
20936102,72,72
20937201,72,72
20937201,72,72
20937201,72,72
20937201,72,72
20938101,72,323
20938101,323,72
20938102,72,332
20938102,332,72
20938103,72,332
20938103,332,72
20939001,72,92
20939001,92,72
20939001,72,72
20939001,72,72
20939001,72,92
20939001,92,72
20939001,72,91
20939001,91,72
20939002,72,70
20939002,70,72
20939002,72,91
20939002,91,72
20939003,72,72
20939003,72,91
20939004,72,70
20939004,70,72
20939005,72,72
20939005,72,72
20939005,72,70
20939005,70,72
20940001,72,72
20940001,72,72
20941101,72,71
20941101,71,70
20941101,70,335
20941101,335,70
20941101,70,72
20941101,72,94
20942101,72,71
20942101,71,72
20942102,72,70
20942102,70,72
20942103,72,70
20942103,70,72
20942104,72,72
20942104,72,72
20942105,72,72
20942105,72,72
20942106,72,72
20942106,72,72
20943201,72,72
20943201,72,72
20943201,72,72
20943201,72,72
20944201,72,71
20944201,71,72
20944202,72,91
20944202,91,72
20944202,72,72
20944202,72,72
20944202,72,70
20944202,70,70
20944202,70,72
20944203,0,72
20944203,72,71
20944203,71,72
20944204,72,70
20944204,70,70
20944204,70,72
20944205,72,70
20944205,70,91
20944205,91,72
20945101,72,76
20945101,76,76
20945101,76,72
20945103,72,76
20945103,76,76
20945103,76,72
20946101,72,100
20946101,100,100
20946101,100,72
20946102,72,100
20946102,100,72
20946103,72,100
20946103,100,72
20946104,72,72
20946104,72,72
20947101,72,71
20947101,71,72
20947101,72,331
20947101,331,72
20948101,72,72
20948101,72,72
20948101,72,91
20948101,91,72
20948101,72,72
20948101,72,72
20948101,72,72
20948101,72,72
20948101,72,91
20948101,91,91
20948101,91,72
20949102,72,71
20949102,71,71
20949102,71,71
20949102,71,72
20950101,72,70
20950101,70,72
20950101,72,91
20950101,91,72
20950102,72,70
20950102,70,72
20950103,72,91
20950103,91,72
20951101,72,72
20951101,72,72
20951101,72,72
20951101,72,72
20951101,72,91
20951101,91,72
20952101,72,77
20952101,77,323
20952101,323,323
20952101,323,322
20952101,322,323
20952101,323,72
20953101,72,336
20953101,336,72
20953101,72,72
20953101,72,72
20955101,72,72
20955101,72,72
20955102,72,331
20955102,331,72
20955103,72,71
20955103,71,72
20956001,72,70
20956001,70,70
20956001,70,70
20956001,70,72
20956002,72,327
20956002,327,72
20956003,72,327
20956003,327,72
20957101,72,72
20957101,72,72
20958101,72,72
20958101,72,72
20959101,72,72
20959101,72,72
20960101,72,79
20960101,79,72
20961101,72,70
20961101,70,72
20961101,72,71
20961101,71,72
20961102,72,330
20961102,330,72
20961103,72,70
20961103,70,72
20962101,72,0
20962101,0,72
20962101,72,72
20962101,72,72
20963101,72,72
20963101,72,72
20963101,72,71
20963101,71,72
20963101,72,72
20963101,72,92
20963101,92,72
20963101,72,72
20963102,72,72
20963102,72,72
20963102,72,71
20963102,71,72
20963102,72,71
20963102,71,72
20963102,72,92
20963102,92,72
20963102,72,72
20964101,72,70
20964101,70,91
20964101,91,70
20964101,70,72
20964101,72,72
20964101,72,72
20964102,72,72
20964102,72,72
20965101,72,75
20965101,75,334
20965101,334,75
20965101,75,72
20965101,72,72
20965102,72,75
20965102,75,334
20965102,334,75
20965102,75,72
20965102,72,72
20965103,72,72
20965103,72,72
20966101,72,70
20966101,70,72
20966102,72,71
20966102,71,71
20966102,71,71
20966102,71,72
20966103,72,72
20966103,72,72
20966103,72,72
20966104,72,72
20966104,72,72
20966104,72,72
20967101,72,71
20967101,71,71
20967101,71,72
20968101,72,72
20968101,72,72
20968101,72,72
20968101,72,72
20968102,72,334
20968102,334,72
20969101,94,72
20969101,72,72
20969101,72,94
20970101,72,72
20970101,72,72
20971101,72,70
20971101,70,72
20971101,72,72
20971101,72,72
20971101,72,71
20971101,71,72
20971102,72,72
20971102,72,72
20972101,72,82
20972101,82,76
20972101,76,91
20972101,91,72
20972102,72,82
20972102,82,76
20972102,76,91
20972102,91,72
20973101,72,72
20973101,72,70
20973101,70,72
20973102,72,72
20973102,72,72
20973102,72,72
20973103,72,72
20973103,72,72
20973103,72,72
20973103,72,72
20975102,72,72
20975102,72,89
20975103,72,328
20975103,328,72
20976101,72,70
20976101,70,72
20976101,72,72
20976101,72,72
20976101,72,71
20976101,71,72
20976101,72,72
20977101,72,70
20977101,70,72
20977102,72,326
20977102,326,72
20977103,72,71
20977103,71,72
20978101,72,72
20978101,72,72
20978102,72,72
20978102,72,331
20978102,331,72
20978102,72,72
20978102,72,72
20978103,72,72
20978103,72,72
20979101,72,70
20979101,70,72
20979101,72,92
20979101,92,72
20979102,72,70
20979102,70,72
20980101,72,72
20980101,72,72
20980103,72,93
20980103,93,72
20980104,72,93
20980104,93,72
20981101,72,92
20981101,92,72
20982101,72,71
20982101,71,72
20983001,72,72
20983001,72,72
20985201,72,71
20985201,71,72
20985201,72,72
20985201,72,72
20985202,72,71
20985202,71,72
20986101,72,72
20986101,72,72
20986101,72,72
20986101,72,72
20986102,72,71
20986102,71,72
20986102,72,328
20986102,328,72
20987101,72,71
20987101,71,72
20987102,72,72
20987102,72,70
20987102,70,72
20987103,72,72
20987103,72,72
20987103,72,72
20987103,72,72
20988101,72,72
20988101,72,72
20988102,72,72
20988102,72,72
20988102,72,331
20988102,331,72
20988102,72,72
20988103,72,72
20988103,72,72
20989101,72,70
20989101,70,72
20989102,72,72
20989102,72,72
20990201,72,70
20990201,70,70
20990201,70,72
20992101,72,71
20992101,71,72
20992102,72,328
20992102,328,72
20993201,72,71
20993201,71,72
20993202,72,72
20993202,72,72
20993203,72,93
20993203,93,72
20994101,72,72
20994101,72,72
20994101,72,72
20994101,72,72
20994101,72,72
20994101,72,72
20994101,72,72
20994102,72,0
20994102,0,72
20994102,72,72
20994102,72,72
20994102,72,71
20994102,71,72
20995101,72,72
20995101,72,72
20995101,72,91
20995101,91,72
20995102,72,72
20995102,72,72
20995102,72,72
20995102,72,72
20995103,72,91
20995103,91,72
20995103,72,72
20995103,72,72
20996101,72,0
20996101,0,72
20996102,72,71
20996102,71,72
20997201,72,72
20997201,72,72
20997201,72,72
20997201,72,72
20997201,72,72
20997201,72,72
20997202,72,331
20997202,331,72
20997202,72,331
20997202,331,72
20998101,72,72
20998101,72,72
20998101,72,331
20998101,331,72
20998102,72,331
20998102,331,72
20998102,72,72
20998102,72,72
20998102,72,332
20998102,332,72
20998103,72,331
20998103,331,72
20998104,72,331
20998104,331,72
20998105,72,72
20998105,72,72
21000101,72,72
21000101,72,72
21000101,72,72
21000101,72,72
21000101,72,72
21000101,72,72
21000101,72,91
21000101,91,91
21000101,91,72
21000101,72,72
21000102,72,72
21000102,72,72
21000102,72,72
21000102,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,72
21001101,72,70
21001101,70,72
21001102,72,72
21001102,72,72
21001102,72,72
21001102,72,72
21001103,72,72
21001103,72,72
21001104,72,70
21001104,70,72
21001105,72,70
21001105,70,72
21002101,72,72
21002101,72,72
21002102,72,72
21002102,72,72
21003101,95,72
21005101,72,999
21006201,72,92
21006201,92,70
21006201,70,72
21006201,72,71
21006201,71,91
21006201,91,92
21006201,92,72
21006201,72,70
21006201,70,70
21006201,70,70
21006201,70,70
21006201,70,70
21006201,70,322
21006201,322,72
21006202,72,70
21006202,70,328
21006202,328,70
21006202,70,70
21006202,70,72
21006203,72,92
21006203,92,72
21006203,72,72
21006204,72,92
21006204,92,72
21006204,72,72
21006204,72,72
21007101,72,322
21007101,322,322
21007101,322,322
21008101,72,331
21008101,331,331
21008101,331,331
21008101,331,72
21009101,72,331
21009101,331,72
21009102,72,331
21009102,331,72
21010101,72,71
21010101,71,72
21011101,72,71
21011101,71,71
21011101,71,71
21011101,71,72
21011101,72,72
21011102,72,81
21011102,81,81
21011102,81,81
21011102,81,82
21011102,82,81
21011102,81,72
21011102,72,72
21012101,72,71
21012101,71,70
21012101,70,70
21012101,70,72
21013101,72,72
21013101,72,72
21013101,72,72
21013101,72,72
21014101,72,70
21014101,70,70
21014101,70,72
21014101,72,72
21014101,72,72
21015101,72,329
21015101,329,72
21016101,72,71
21016101,71,72
21016102,72,71
21016102,71,72
21017101,72,322
21017101,322,72
21017101,72,72
21017101,72,72
21017102,72,334
21017102,334,72
21017103,72,72
21017103,72,72
21018101,72,72
21018101,72,72
21018101,72,72
21018101,72,72
21019101,72,72
21019101,72,72
21019101,72,72
21019101,72,72
21020301,72,71
21020301,71,71
21020301,71,71
21020301,71,72
21020301,72,92
21020301,92,72
21020302,72,70
21020302,70,70
21020302,70,72
21020302,72,72
21020302,72,72
21020303,72,72
21020303,72,72
21021101,72,72
21021101,72,72
21021101,72,72
21021101,72,72
21021102,72,70
21021102,70,72
21022101,72,332
21022101,332,72
21022101,72,72
21022101,72,72
21022101,72,999
21022102,72,72
21022102,72,72
21022102,72,72
21022102,72,72
21022102,72,999
21023101,72,323
21023101,323,72
21023101,72,71
21023101,71,71
21023101,71,72
21023102,72,70
21023102,70,72
21023102,72,70
21023102,70,72
21024201,999,72
21024202,999,72
21025201,72,72
21025201,72,72
21025202,72,72
21025202,72,72
21026101,71,71
21026101,71,70
21026101,70,70
21026101,70,71
21026101,71,71
21026103,71,71
21026103,71,71
21026104,71,72
21026104,72,71
21026104,71,72
21026104,72,71
21027301,72,72
21027301,72,72
21027301,72,72
21027301,72,72
21027301,72,72
21027301,72,331
21027301,331,72
21027304,72,72
21027304,72,72
21027304,72,72
21028301,72,72
21028301,72,72
21028301,72,72
21028301,72,72
21028301,72,72
21028301,72,72
21028302,72,71
21028302,71,72
21028302,72,323
21028302,323,72
21028303,72,72
21028303,72,72
21028303,72,72
21028303,72,72
21029301,72,72
21029301,72,72
21029301,72,72
21029301,72,72
21029301,72,72
21029302,72,72
21029302,72,72
21029302,72,72
21029302,72,72
21030301,72,72
21030301,72,79
21030301,79,72
21030301,72,72
21030302,72,72
21030302,72,72
21030303,72,72
21030303,72,72
21030304,72,72
21030304,72,72
21031301,72,92
21031301,92,72
21031302,72,72
21031302,72,72
21031303,72,92
21031303,92,72
21031304,72,72
21031304,72,72
21032301,72,72
21032301,72,72
21032302,72,72
21032302,72,72
21032303,72,72
21032303,72,72
21032304,72,71
21032304,71,72
21032305,72,335
21032305,335,72
21032306,72,77
21032306,77,72
21033101,72,331
21033101,331,72
21033102,72,92
21033102,92,72
21033102,72,92
21033102,92,72
21033103,72,333
21033103,333,72
21033104,72,92
21033104,92,72
21033105,72,92
21033105,92,72
21033106,72,92
21033106,92,72
21034101,72,331
21034101,331,72
21034101,72,72
21034101,72,72
21034102,72,330
21034102,330,72
21034102,72,330
21034102,330,72
21034103,72,72
21034103,72,72
21036101,72,71
21036101,71,72
21036102,72,71
21036102,71,71
21036102,71,71
21036102,71,72
21037101,72,72
21037101,72,72
21037101,72,72
21037101,72,72
21037101,72,72
21037101,72,72
21037101,72,72
21037101,72,0
21037101,0,72
21037102,72,71
21037102,71,72
21038101,72,328
21038101,328,323
21038101,323,72
21038102,72,72
21038102,72,72
21038102,72,72
21038102,72,72
21038102,72,92
21038102,92,72
21038103,72,72
21038103,72,72
21038103,72,72
21038103,72,72
21039101,72,72
21039101,72,70
21039101,70,72
21039101,72,72
21039101,72,72
21039101,72,999
21039101,999,72
21039102,72,72
21039102,72,72
21040101,72,72
21040101,72,72
21040101,72,72
21040102,72,331
21040102,331,72
21041101,72,72
21041101,72,72
21042101,72,71
21042101,71,71
21042101,71,71
21042101,71,72
21043101,82,72
21043102,82,72
21043103,72,82
21043103,82,72
21044101,72,72
21044101,72,72
21044102,72,72
21044102,72,72
21044103,72,329
21044103,329,72
21045101,72,72
21045101,72,72
21045102,72,70
21045102,70,72
21046101,72,72
21046101,72,72
21047301,72,72
21047301,72,72
21047301,72,72
21047301,72,72
21047301,72,72
21048201,72,72
21048201,72,72
21048201,72,72
21048201,72,72
21048201,72,72
21049301,72,71
21049301,71,71
21049301,71,72
21050102,72,72
21050102,72,72
21050102,72,72
21050102,72,72
21050102,72,71
21050102,71,72
21051201,72,72
21051201,72,72
21051202,72,72
21051202,72,72
21051203,72,71
21051203,71,72
21052101,72,72
21052101,72,72
21052101,72,72
21052101,72,72
21052102,72,72
21052102,72,72
21052102,72,70
21052102,70,72
21052102,72,72
21052102,72,72
21053101,72,328
21053101,328,70
21053101,70,72
21054101,72,72
21054101,72,91
21054101,91,72
21054101,72,999
21054101,999,72
21054102,72,72
21054102,72,91
21054102,91,72
21054102,72,999
21054102,999,72
21055101,72,72
21055101,72,72
21055101,72,72
21055101,72,72
21055102,72,72
21055102,72,72
21056101,72,92
21056101,92,75
21056101,75,72
21056102,72,92
21056102,92,72
21056102,72,72
21056102,72,72
21056103,72,72
21056103,72,72
21056103,72,91
21056103,91,72
21057101,72,72
21057101,72,72
21057101,72,72
21057101,72,70
21057101,70,72
21057103,72,70
21057103,70,70
21057104,72,71
21057104,71,72
21057104,72,71
21057104,71,72
21058101,72,72
21058101,72,72
21058102,72,332
21058102,332,72
21058102,72,72
21058102,72,82
21058102,82,72
21058102,72,72
21059101,72,70
21059101,70,72
21059101,72,71
21059101,71,72
21059102,72,75
21059102,75,72
21059102,72,71
21059102,71,72
21059103,72,72
21059103,72,72
21059104,72,0
21060101,72,71
21060101,71,71
21060101,71,71
21060101,71,72
21060101,72,71
21060101,71,72
21060101,72,71
21060101,71,72
21060102,72,71
21060102,71,71
21060102,71,71
21060102,71,72
21060102,72,71
21060102,71,72
21060103,72,71
21060103,71,72
21061101,72,95
21061101,95,72
21061102,72,331
21061102,331,72
21061104,72,70
21061104,70,72
21061105,72,92
21061105,92,72
21061106,331,72
21062201,72,70
21062201,70,72
21062203,72,334
21062203,334,72
21062204,72,72
21062204,72,72
21062205,72,70
21062205,70,72
21063101,72,72
21063101,72,72
21063101,72,72
21063101,72,72
21063102,72,72
21063102,72,72
21063103,72,71
21063103,71,72
21065101,72,82
21065101,82,70
21065101,70,82
21065101,82,72
21065101,72,72
21065101,72,72
21066001,72,331
21066001,331,70
21066001,70,72
21066001,72,331
21066001,331,72
21066003,72,72
21066003,72,72
21066004,72,332
21066004,332,72
21067001,72,72
21067001,72,72
21067001,72,72
21067001,72,70
